loss_B1,loss_B2,val_loss_B1,val_loss_B2
0.008544418029487133,0.008167886175215244,0.007821238599717617,0.007758365012705326
0.00776756601408124,0.007720960769802332,0.007719655521214008,0.00768383638933301
0.007706026546657085,0.007669702172279358,0.007679182570427656,0.007652728818356991
0.007665164768695831,0.007642416283488274,0.007630278822034597,0.0076259225606918335
0.007603457663208246,0.0075646452605724335,0.007548720575869083,0.0074107712134718895
0.007413610816001892,0.006667077075690031,0.006904971320182085,0.00638769194483757
0.006571200676262379,0.006337168626487255,0.006433421280235052,0.0062855021096765995
0.006397018674761057,0.0062610553577542305,0.006346524227410555,0.006233233958482742
